Time_Bands,Speciality_Name,Hospital_Group,Archive_Date,Total
> 1 Year,Rheumatology,Children's Health Ireland,2019-09-26T00:00:00Z,815
< 1 Year,Small Volume Specialities,Children's Health Ireland,2019-09-26T00:00:00Z,3
< 1 Year,Anaesthetics,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,259
> 1 Year,Anaesthetics,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,114
< 1 Year,Cardio-Thoracic Surgery,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,171
> 1 Year,Cardio-Thoracic Surgery,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,25
< 1 Year,Cardiology,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,3268
> 1 Year,Cardiology,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,954
< 1 Year,Chemical Pathology,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,66
> 1 Year,Chemical Pathology,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,4
< 1 Year,Clinical (Medical) Genetics,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,158
< 1 Year,Clinical Immunology,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,636
> 1 Year,Clinical Immunology,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,222
< 1 Year,Clinical Neurophysiology,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,973
> 1 Year,Clinical Neurophysiology,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,154
< 1 Year,Dermatology,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,6314
> 1 Year,Dermatology,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,3242
< 1 Year,Developmental Paediatrics,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,34
< 1 Year,Diabetes Mellitus,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,392
> 1 Year,Diabetes Mellitus,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,22
< 1 Year,Endocrinology,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,1025
> 1 Year,Endocrinology,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,67
< 1 Year,Gastro-Enterology,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,4368
> 1 Year,Gastro-Enterology,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,183
< 1 Year,General Medicine,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,3457
> 1 Year,General Medicine,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,1044
< 1 Year,General Surgery,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,9146
> 1 Year,General Surgery,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,1634
< 1 Year,Geriatric Medicine,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,542
< 1 Year,Gynaecology,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,4534
> 1 Year,Gynaecology,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,2858
< 1 Year,Haematology,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,1435
> 1 Year,Haematology,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,348
< 1 Year,Infectious Diseases,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,19
< 1 Year,Maxillo-Facial,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,1050
> 1 Year,Maxillo-Facial,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,847
< 1 Year,Nephrology,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,445
> 1 Year,Nephrology,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,133
< 1 Year,Neurology,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,1766
> 1 Year,Neurology,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,1431
< 1 Year,Oncology,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,66
< 1 Year,Ophthalmology,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,1079
> 1 Year,Ophthalmology,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,410
< 1 Year,Orthopaedics,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,10837
> 1 Year,Orthopaedics,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,4107
< 1 Year,Otolaryngology (ENT),Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,6413
> 1 Year,Otolaryngology (ENT),Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,6741
< 1 Year,Paed Endocrinology,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,2
< 1 Year,Paediatric Respiratory Medicine,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,57
< 1 Year,Paediatrics,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,586
> 1 Year,Paediatrics,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,1
< 1 Year,Pain Relief,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,1504
> 1 Year,Pain Relief,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,604
< 1 Year,Palliative Medicine,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,12
< 1 Year,Plastic Surgery,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,1327
> 1 Year,Plastic Surgery,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,732
< 1 Year,Psychiatry,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,113
< 1 Year,Radiology,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,13
> 1 Year,Radiology,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,1
< 1 Year,Radiotherapy,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,17
< 1 Year,Rehabilitation Medicine,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,4
< 1 Year,Respiratory Medicine,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,1091
> 1 Year,Respiratory Medicine,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,359
< 1 Year,Rheumatology,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,2163
> 1 Year,Rheumatology,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,671
< 1 Year,Urology,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,3373
> 1 Year,Urology,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,4656
< 1 Year,Vascular Surgery,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,2342
> 1 Year,Vascular Surgery,Dublin Midlands Hospital Group,2019-09-26T00:00:00Z,817
< 1 Year,Anaesthetics,Ireland East Hospital Group,2019-09-26T00:00:00Z,6
> 1 Year,Anaesthetics,Ireland East Hospital Group,2019-09-26T00:00:00Z,1
< 1 Year,Cardio-Thoracic Surgery,Ireland East Hospital Group,2019-09-26T00:00:00Z,329
> 1 Year,Cardio-Thoracic Surgery,Ireland East Hospital Group,2019-09-26T00:00:00Z,35
< 1 Year,Cardiology,Ireland East Hospital Group,2019-09-26T00:00:00Z,6414
> 1 Year,Cardiology,Ireland East Hospital Group,2019-09-26T00:00:00Z,714
< 1 Year,Dental Surgery,Ireland East Hospital Group,2019-09-26T00:00:00Z,41
> 1 Year,Dental Surgery,Ireland East Hospital Group,2019-09-26T00:00:00Z,4
< 1 Year,Dermatology,Ireland East Hospital Group,2019-09-26T00:00:00Z,5218
> 1 Year,Dermatology,Ireland East Hospital Group,2019-09-26T00:00:00Z,3181
< 1 Year,Diabetes Mellitus,Ireland East Hospital Group,2019-09-26T00:00:00Z,202
> 1 Year,Diabetes Mellitus,Ireland East Hospital Group,2019-09-26T00:00:00Z,26
< 1 Year,Endocrinology,Ireland East Hospital Group,2019-09-26T00:00:00Z,2398
> 1 Year,Endocrinology,Ireland East Hospital Group,2019-09-26T00:00:00Z,1527
< 1 Year,Gastro-Enterology,Ireland East Hospital Group,2019-09-26T00:00:00Z,3877
> 1 Year,Gastro-Enterology,Ireland East Hospital Group,2019-09-26T00:00:00Z,99
< 1 Year,Gastro-Intestinal Surgery,Ireland East Hospital Group,2019-09-26T00:00:00Z,315
> 1 Year,Gastro-Intestinal Surgery,Ireland East Hospital Group,2019-09-26T00:00:00Z,158
< 1 Year,General Medicine,Ireland East Hospital Group,2019-09-26T00:00:00Z,4247
> 1 Year,General Medicine,Ireland East Hospital Group,2019-09-26T00:00:00Z,669
< 1 Year,General Surgery,Ireland East Hospital Group,2019-09-26T00:00:00Z,12134
> 1 Year,General Surgery,Ireland East Hospital Group,2019-09-26T00:00:00Z,511
< 1 Year,Geriatric Medicine,Ireland East Hospital Group,2019-09-26T00:00:00Z,732
> 1 Year,Geriatric Medicine,Ireland East Hospital Group,2019-09-26T00:00:00Z,30
< 1 Year,Gynaecology,Ireland East Hospital Group,2019-09-26T00:00:00Z,5061
> 1 Year,Gynaecology,Ireland East Hospital Group,2019-09-26T00:00:00Z,507
< 1 Year,Haematology,Ireland East Hospital Group,2019-09-26T00:00:00Z,1613
> 1 Year,Haematology,Ireland East Hospital Group,2019-09-26T00:00:00Z,529
< 1 Year,Infectious Diseases,Ireland East Hospital Group,2019-09-26T00:00:00Z,125
> 1 Year,Infectious Diseases,Ireland East Hospital Group,2019-09-26T00:00:00Z,14
< 1 Year,Metabolic Medicine,Ireland East Hospital Group,2019-09-26T00:00:00Z,139
> 1 Year,Metabolic Medicine,Ireland East Hospital Group,2019-09-26T00:00:00Z,7
< 1 Year,Nephrology,Ireland East Hospital Group,2019-09-26T00:00:00Z,383
> 1 Year,Nephrology,Ireland East Hospital Group,2019-09-26T00:00:00Z,10
< 1 Year,Neurology,Ireland East Hospital Group,2019-09-26T00:00:00Z,3874
> 1 Year,Neurology,Ireland East Hospital Group,2019-09-26T00:00:00Z,2897
< 1 Year,Oncology,Ireland East Hospital Group,2019-09-26T00:00:00Z,86
> 1 Year,Oncology,Ireland East Hospital Group,2019-09-26T00:00:00Z,1
< 1 Year,Ophthalmology,Ireland East Hospital Group,2019-09-26T00:00:00Z,12694
> 1 Year,Ophthalmology,Ireland East Hospital Group,2019-09-26T00:00:00Z,8976
< 1 Year,Orthopaedics,Ireland East Hospital Group,2019-09-26T00:00:00Z,12066
> 1 Year,Orthopaedics,Ireland East Hospital Group,2019-09-26T00:00:00Z,2737
< 1 Year,Other,Ireland East Hospital Group,2019-09-26T00:00:00Z,1
< 1 Year,Otolaryngology (ENT),Ireland East Hospital Group,2019-09-26T00:00:00Z,5459
> 1 Year,Otolaryngology (ENT),Ireland East Hospital Group,2019-09-26T00:00:00Z,4038
< 1 Year,Paediatrics,Ireland East Hospital Group,2019-09-26T00:00:00Z,1155
> 1 Year,Paediatrics,Ireland East Hospital Group,2019-09-26T00:00:00Z,2
< 1 Year,Pain Relief,Ireland East Hospital Group,2019-09-26T00:00:00Z,2475
> 1 Year,Pain Relief,Ireland East Hospital Group,2019-09-26T00:00:00Z,281
< 1 Year,Plastic Surgery,Ireland East Hospital Group,2019-09-26T00:00:00Z,2301
> 1 Year,Plastic Surgery,Ireland East Hospital Group,2019-09-26T00:00:00Z,2061
< 1 Year,Psychiatry,Ireland East Hospital Group,2019-09-26T00:00:00Z,338
> 1 Year,Psychiatry,Ireland East Hospital Group,2019-09-26T00:00:00Z,122
< 1 Year,Radiology,Ireland East Hospital Group,2019-09-26T00:00:00Z,18
< 1 Year,Radiotherapy,Ireland East Hospital Group,2019-09-26T00:00:00Z,29
< 1 Year,Rehabilitation Medicine,Ireland East Hospital Group,2019-09-26T00:00:00Z,9
< 1 Year,Respiratory Medicine,Ireland East Hospital Group,2019-09-26T00:00:00Z,2705
> 1 Year,Respiratory Medicine,Ireland East Hospital Group,2019-09-26T00:00:00Z,963
< 1 Year,Rheumatology,Ireland East Hospital Group,2019-09-26T00:00:00Z,2847
> 1 Year,Rheumatology,Ireland East Hospital Group,2019-09-26T00:00:00Z,2342
< 1 Year,Small Volume Specialities,Ireland East Hospital Group,2019-09-26T00:00:00Z,6
< 1 Year,Urology,Ireland East Hospital Group,2019-09-26T00:00:00Z,4206
> 1 Year,Urology,Ireland East Hospital Group,2019-09-26T00:00:00Z,2105
< 1 Year,Vascular Surgery,Ireland East Hospital Group,2019-09-26T00:00:00Z,1974
> 1 Year,Vascular Surgery,Ireland East Hospital Group,2019-09-26T00:00:00Z,166
< 1 Year,Anaesthetics,RCSI  Hospitals Group,2019-09-26T00:00:00Z,1
< 1 Year,Breast Surgery,RCSI  Hospitals Group,2019-09-26T00:00:00Z,408
< 1 Year,Cardiology,RCSI  Hospitals Group,2019-09-26T00:00:00Z,4777
> 1 Year,Cardiology,RCSI  Hospitals Group,2019-09-26T00:00:00Z,231
< 1 Year,Clinical Immunology,RCSI  Hospitals Group,2019-09-26T00:00:00Z,564
> 1 Year,Clinical Immunology,RCSI  Hospitals Group,2019-09-26T00:00:00Z,17
< 1 Year,Dermatology,RCSI  Hospitals Group,2019-09-26T00:00:00Z,7548
> 1 Year,Dermatology,RCSI  Hospitals Group,2019-09-26T00:00:00Z,932
< 1 Year,Endocrinology,RCSI  Hospitals Group,2019-09-26T00:00:00Z,1925
> 1 Year,Endocrinology,RCSI  Hospitals Group,2019-09-26T00:00:00Z,18
< 1 Year,Gastro-Enterology,RCSI  Hospitals Group,2019-09-26T00:00:00Z,2687
> 1 Year,Gastro-Enterology,RCSI  Hospitals Group,2019-09-26T00:00:00Z,5
< 1 Year,General Medicine,RCSI  Hospitals Group,2019-09-26T00:00:00Z,1130
> 1 Year,General Medicine,RCSI  Hospitals Group,2019-09-26T00:00:00Z,5
< 1 Year,General Surgery,RCSI  Hospitals Group,2019-09-26T00:00:00Z,5129
> 1 Year,General Surgery,RCSI  Hospitals Group,2019-09-26T00:00:00Z,127
< 1 Year,Geriatric Medicine,RCSI  Hospitals Group,2019-09-26T00:00:00Z,474
< 1 Year,Gynaecology,RCSI  Hospitals Group,2019-09-26T00:00:00Z,6494
> 1 Year,Gynaecology,RCSI  Hospitals Group,2019-09-26T00:00:00Z,657
< 1 Year,Haematology,RCSI  Hospitals Group,2019-09-26T00:00:00Z,1186
> 1 Year,Haematology,RCSI  Hospitals Group,2019-09-26T00:00:00Z,198
< 1 Year,Infectious Diseases,RCSI  Hospitals Group,2019-09-26T00:00:00Z,18
< 1 Year,Maxillo-Facial,RCSI  Hospitals Group,2019-09-26T00:00:00Z,35
> 1 Year,Maxillo-Facial,RCSI  Hospitals Group,2019-09-26T00:00:00Z,15
< 1 Year,Nephrology,RCSI  Hospitals Group,2019-09-26T00:00:00Z,400
> 1 Year,Nephrology,RCSI  Hospitals Group,2019-09-26T00:00:00Z,31
< 1 Year,Neurology,RCSI  Hospitals Group,2019-09-26T00:00:00Z,2243
> 1 Year,Neurology,RCSI  Hospitals Group,2019-09-26T00:00:00Z,534
< 1 Year,Neurosurgery,RCSI  Hospitals Group,2019-09-26T00:00:00Z,2000
> 1 Year,Neurosurgery,RCSI  Hospitals Group,2019-09-26T00:00:00Z,335
< 1 Year,Oncology,RCSI  Hospitals Group,2019-09-26T00:00:00Z,42
< 1 Year,Ophthalmology,RCSI  Hospitals Group,2019-09-26T00:00:00Z,1325
> 1 Year,Ophthalmology,RCSI  Hospitals Group,2019-09-26T00:00:00Z,26
< 1 Year,Orthopaedics,RCSI  Hospitals Group,2019-09-26T00:00:00Z,4800
> 1 Year,Orthopaedics,RCSI  Hospitals Group,2019-09-26T00:00:00Z,940
< 1 Year,Otolaryngology (ENT),RCSI  Hospitals Group,2019-09-26T00:00:00Z,6355
> 1 Year,Otolaryngology (ENT),RCSI  Hospitals Group,2019-09-26T00:00:00Z,2976
< 1 Year,Paediatrics,RCSI  Hospitals Group,2019-09-26T00:00:00Z,1491
> 1 Year,Paediatrics,RCSI  Hospitals Group,2019-09-26T00:00:00Z,21
< 1 Year,Pain Relief,RCSI  Hospitals Group,2019-09-26T00:00:00Z,1186
> 1 Year,Pain Relief,RCSI  Hospitals Group,2019-09-26T00:00:00Z,217
< 1 Year,Plastic Surgery,RCSI  Hospitals Group,2019-09-26T00:00:00Z,2371
> 1 Year,Plastic Surgery,RCSI  Hospitals Group,2019-09-26T00:00:00Z,141
< 1 Year,Psychiatry,RCSI  Hospitals Group,2019-09-26T00:00:00Z,37
< 1 Year,Radiology,RCSI  Hospitals Group,2019-09-26T00:00:00Z,1
< 1 Year,Respiratory Medicine,RCSI  Hospitals Group,2019-09-26T00:00:00Z,3299
> 1 Year,Respiratory Medicine,RCSI  Hospitals Group,2019-09-26T00:00:00Z,576
< 1 Year,Rheumatology,RCSI  Hospitals Group,2019-09-26T00:00:00Z,980
> 1 Year,Rheumatology,RCSI  Hospitals Group,2019-09-26T00:00:00Z,163
< 1 Year,Urology,RCSI  Hospitals Group,2019-09-26T00:00:00Z,4968
> 1 Year,Urology,RCSI  Hospitals Group,2019-09-26T00:00:00Z,738
< 1 Year,Vascular Surgery,RCSI  Hospitals Group,2019-09-26T00:00:00Z,1205
> 1 Year,Vascular Surgery,RCSI  Hospitals Group,2019-09-26T00:00:00Z,4
< 1 Year,Anaesthetics,Saolta University Health Care Group,2019-09-26T00:00:00Z,669
> 1 Year,Anaesthetics,Saolta University Health Care Group,2019-09-26T00:00:00Z,924
< 1 Year,Cardio-Thoracic Surgery,Saolta University Health Care Group,2019-09-26T00:00:00Z,52
> 1 Year,Cardio-Thoracic Surgery,Saolta University Health Care Group,2019-09-26T00:00:00Z,1
< 1 Year,Cardiology,Saolta University Health Care Group,2019-09-26T00:00:00Z,3780
> 1 Year,Cardiology,Saolta University Health Care Group,2019-09-26T00:00:00Z,623
< 1 Year,Clinical Immunology,Saolta University Health Care Group,2019-09-26T00:00:00Z,464
> 1 Year,Clinical Immunology,Saolta University Health Care Group,2019-09-26T00:00:00Z,84
< 1 Year,Clinical Neurophysiology,Saolta University Health Care Group,2019-09-26T00:00:00Z,227
> 1 Year,Clinical Neurophysiology,Saolta University Health Care Group,2019-09-26T00:00:00Z,1
< 1 Year,Clinical Pharmacology,Saolta University Health Care Group,2019-09-26T00:00:00Z,34
< 1 Year,Dental Surgery,Saolta University Health Care Group,2019-09-26T00:00:00Z,2
< 1 Year,Dermatology,Saolta University Health Care Group,2019-09-26T00:00:00Z,3988
> 1 Year,Dermatology,Saolta University Health Care Group,2019-09-26T00:00:00Z,1927
< 1 Year,Endocrinology,Saolta University Health Care Group,2019-09-26T00:00:00Z,669
> 1 Year,Endocrinology,Saolta University Health Care Group,2019-09-26T00:00:00Z,260
< 1 Year,Gastro-Enterology,Saolta University Health Care Group,2019-09-26T00:00:00Z,1862
> 1 Year,Gastro-Enterology,Saolta University Health Care Group,2019-09-26T00:00:00Z,141
< 1 Year,General Medicine,Saolta University Health Care Group,2019-09-26T00:00:00Z,7610
> 1 Year,General Medicine,Saolta University Health Care Group,2019-09-26T00:00:00Z,2084
< 1 Year,General Surgery,Saolta University Health Care Group,2019-09-26T00:00:00Z,10088
> 1 Year,General Surgery,Saolta University Health Care Group,2019-09-26T00:00:00Z,1303
< 1 Year,Geriatric Medicine,Saolta University Health Care Group,2019-09-26T00:00:00Z,155
> 1 Year,Geriatric Medicine,Saolta University Health Care Group,2019-09-26T00:00:00Z,1
< 1 Year,Gynaecology,Saolta University Health Care Group,2019-09-26T00:00:00Z,5310
> 1 Year,Gynaecology,Saolta University Health Care Group,2019-09-26T00:00:00Z,1770
< 1 Year,Haematology,Saolta University Health Care Group,2019-09-26T00:00:00Z,973
> 1 Year,Haematology,Saolta University Health Care Group,2019-09-26T00:00:00Z,40
< 1 Year,Immunology,Saolta University Health Care Group,2019-09-26T00:00:00Z,14
< 1 Year,Infectious Diseases,Saolta University Health Care Group,2019-09-26T00:00:00Z,30
< 1 Year,Maxillo-Facial,Saolta University Health Care Group,2019-09-26T00:00:00Z,253
> 1 Year,Maxillo-Facial,Saolta University Health Care Group,2019-09-26T00:00:00Z,183
< 1 Year,Nephrology,Saolta University Health Care Group,2019-09-26T00:00:00Z,588
> 1 Year,Nephrology,Saolta University Health Care Group,2019-09-26T00:00:00Z,405
< 1 Year,Neurology,Saolta University Health Care Group,2019-09-26T00:00:00Z,2703
> 1 Year,Neurology,Saolta University Health Care Group,2019-09-26T00:00:00Z,1834
< 1 Year,Obstetrics,Saolta University Health Care Group,2019-09-26T00:00:00Z,45
> 1 Year,Obstetrics,Saolta University Health Care Group,2019-09-26T00:00:00Z,2
< 1 Year,Oncology,Saolta University Health Care Group,2019-09-26T00:00:00Z,83
< 1 Year,Ophthalmology,Saolta University Health Care Group,2019-09-26T00:00:00Z,4604
> 1 Year,Ophthalmology,Saolta University Health Care Group,2019-09-26T00:00:00Z,657
< 1 Year,Oral Surgery,Saolta University Health Care Group,2019-09-26T00:00:00Z,1759
> 1 Year,Oral Surgery,Saolta University Health Care Group,2019-09-26T00:00:00Z,1696
< 1 Year,Orthopaedics,Saolta University Health Care Group,2019-09-26T00:00:00Z,11018
> 1 Year,Orthopaedics,Saolta University Health Care Group,2019-09-26T00:00:00Z,4974
< 1 Year,Otolaryngology (ENT),Saolta University Health Care Group,2019-09-26T00:00:00Z,7745
> 1 Year,Otolaryngology (ENT),Saolta University Health Care Group,2019-09-26T00:00:00Z,6842
< 1 Year,Paediatrics,Saolta University Health Care Group,2019-09-26T00:00:00Z,3024
> 1 Year,Paediatrics,Saolta University Health Care Group,2019-09-26T00:00:00Z,162
< 1 Year,Pain Relief,Saolta University Health Care Group,2019-09-26T00:00:00Z,1344
> 1 Year,Pain Relief,Saolta University Health Care Group,2019-09-26T00:00:00Z,392
< 1 Year,Pathology,Saolta University Health Care Group,2019-09-26T00:00:00Z,76
> 1 Year,Pathology,Saolta University Health Care Group,2019-09-26T00:00:00Z,42
< 1 Year,Plastic Surgery,Saolta University Health Care Group,2019-09-26T00:00:00Z,3655
> 1 Year,Plastic Surgery,Saolta University Health Care Group,2019-09-26T00:00:00Z,757
< 1 Year,Psychiatry,Saolta University Health Care Group,2019-09-26T00:00:00Z,3
< 1 Year,Radiology,Saolta University Health Care Group,2019-09-26T00:00:00Z,2
< 1 Year,Radiotherapy,Saolta University Health Care Group,2019-09-26T00:00:00Z,18
< 1 Year,Respiratory Medicine,Saolta University Health Care Group,2019-09-26T00:00:00Z,2174
> 1 Year,Respiratory Medicine,Saolta University Health Care Group,2019-09-26T00:00:00Z,732
< 1 Year,Rheumatology,Saolta University Health Care Group,2019-09-26T00:00:00Z,1901
> 1 Year,Rheumatology,Saolta University Health Care Group,2019-09-26T00:00:00Z,499
< 1 Year,Small Volume Specialities,Saolta University Health Care Group,2019-09-26T00:00:00Z,1
< 1 Year,Urology,Saolta University Health Care Group,2019-09-26T00:00:00Z,5295
> 1 Year,Urology,Saolta University Health Care Group,2019-09-26T00:00:00Z,3195
< 1 Year,Vascular Surgery,Saolta University Health Care Group,2019-09-26T00:00:00Z,1670
> 1 Year,Vascular Surgery,Saolta University Health Care Group,2019-09-26T00:00:00Z,1169
< 1 Year,Breast Surgery,South/South West Hospital Group,2019-09-26T00:00:00Z,2448
> 1 Year,Breast Surgery,South/South West Hospital Group,2019-09-26T00:00:00Z,405
< 1 Year,Cardio-Thoracic Surgery,South/South West Hospital Group,2019-09-26T00:00:00Z,76
> 1 Year,Cardio-Thoracic Surgery,South/South West Hospital Group,2019-09-26T00:00:00Z,19
< 1 Year,Cardiology,South/South West Hospital Group,2019-09-26T00:00:00Z,4537
> 1 Year,Cardiology,South/South West Hospital Group,2019-09-26T00:00:00Z,760
< 1 Year,Dermatology,South/South West Hospital Group,2019-09-26T00:00:00Z,6589
> 1 Year,Dermatology,South/South West Hospital Group,2019-09-26T00:00:00Z,3351
< 1 Year,Diabetes Mellitus,South/South West Hospital Group,2019-09-26T00:00:00Z,609
> 1 Year,Diabetes Mellitus,South/South West Hospital Group,2019-09-26T00:00:00Z,122
< 1 Year,Endocrinology,South/South West Hospital Group,2019-09-26T00:00:00Z,1281
> 1 Year,Endocrinology,South/South West Hospital Group,2019-09-26T00:00:00Z,709
< 1 Year,Gastro-Enterology,South/South West Hospital Group,2019-09-26T00:00:00Z,2647
> 1 Year,Gastro-Enterology,South/South West Hospital Group,2019-09-26T00:00:00Z,1052
< 1 Year,Gastro-Intestinal Surgery,South/South West Hospital Group,2019-09-26T00:00:00Z,751
> 1 Year,Gastro-Intestinal Surgery,South/South West Hospital Group,2019-09-26T00:00:00Z,50
< 1 Year,General Medicine,South/South West Hospital Group,2019-09-26T00:00:00Z,2881
> 1 Year,General Medicine,South/South West Hospital Group,2019-09-26T00:00:00Z,891
< 1 Year,General Surgery,South/South West Hospital Group,2019-09-26T00:00:00Z,7804
> 1 Year,General Surgery,South/South West Hospital Group,2019-09-26T00:00:00Z,638
< 1 Year,Geriatric Medicine,South/South West Hospital Group,2019-09-26T00:00:00Z,343
> 1 Year,Geriatric Medicine,South/South West Hospital Group,2019-09-26T00:00:00Z,2
< 1 Year,Gynaecology,South/South West Hospital Group,2019-09-26T00:00:00Z,3475
> 1 Year,Gynaecology,South/South West Hospital Group,2019-09-26T00:00:00Z,330
< 1 Year,Haematology,South/South West Hospital Group,2019-09-26T00:00:00Z,637
> 1 Year,Haematology,South/South West Hospital Group,2019-09-26T00:00:00Z,23
< 1 Year,Hepato-Biliary Surgery,South/South West Hospital Group,2019-09-26T00:00:00Z,145
> 1 Year,Hepato-Biliary Surgery,South/South West Hospital Group,2019-09-26T00:00:00Z,50
< 1 Year,Infectious Diseases,South/South West Hospital Group,2019-09-26T00:00:00Z,45
< 1 Year,Maxillo-Facial,South/South West Hospital Group,2019-09-26T00:00:00Z,378
> 1 Year,Maxillo-Facial,South/South West Hospital Group,2019-09-26T00:00:00Z,3
< 1 Year,Nephrology,South/South West Hospital Group,2019-09-26T00:00:00Z,290
> 1 Year,Nephrology,South/South West Hospital Group,2019-09-26T00:00:00Z,91
< 1 Year,Neurology,South/South West Hospital Group,2019-09-26T00:00:00Z,2476
> 1 Year,Neurology,South/South West Hospital Group,2019-09-26T00:00:00Z,1027
< 1 Year,Neurosurgery,South/South West Hospital Group,2019-09-26T00:00:00Z,1933
> 1 Year,Neurosurgery,South/South West Hospital Group,2019-09-26T00:00:00Z,136
< 1 Year,Oncology,South/South West Hospital Group,2019-09-26T00:00:00Z,52
< 1 Year,Ophthalmology,South/South West Hospital Group,2019-09-26T00:00:00Z,7027
> 1 Year,Ophthalmology,South/South West Hospital Group,2019-09-26T00:00:00Z,5101
< 1 Year,Orthopaedics,South/South West Hospital Group,2019-09-26T00:00:00Z,10086
> 1 Year,Orthopaedics,South/South West Hospital Group,2019-09-26T00:00:00Z,7663
< 1 Year,Otolaryngology (ENT),South/South West Hospital Group,2019-09-26T00:00:00Z,9370
> 1 Year,Otolaryngology (ENT),South/South West Hospital Group,2019-09-26T00:00:00Z,8528
< 1 Year,Paed Cardiology,South/South West Hospital Group,2019-09-26T00:00:00Z,693
> 1 Year,Paed Cardiology,South/South West Hospital Group,2019-09-26T00:00:00Z,51
< 1 Year,Paed Endocrinology,South/South West Hospital Group,2019-09-26T00:00:00Z,139
> 1 Year,Paed Endocrinology,South/South West Hospital Group,2019-09-26T00:00:00Z,40
< 1 Year,Paediatric Neurology,South/South West Hospital Group,2019-09-26T00:00:00Z,344
> 1 Year,Paediatric Neurology,South/South West Hospital Group,2019-09-26T00:00:00Z,158
< 1 Year,Paediatric Respiratory Medicine,South/South West Hospital Group,2019-09-26T00:00:00Z,160
< 1 Year,Paediatrics,South/South West Hospital Group,2019-09-26T00:00:00Z,1953
> 1 Year,Paediatrics,South/South West Hospital Group,2019-09-26T00:00:00Z,139
< 1 Year,Pain Relief,South/South West Hospital Group,2019-09-26T00:00:00Z,2510
> 1 Year,Pain Relief,South/South West Hospital Group,2019-09-26T00:00:00Z,2893
