Archive Date,Group,Hospital HIPE,Hospital,Specialty HIPE,Speciality,Case Type,Adult/Child,Age Profile,Time Bands,Total
2017-11-30,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",252
2017-11-30,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",240
2017-11-30,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,2600,General Surgery,Day Case,Adult,16-64," 6-9 Months",42
2017-11-30,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,2600,General Surgery,Day Case,Adult,16-64," 9-12 Months",9
2017-11-30,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,2600,General Surgery,Day Case,Adult,16-64,12-15 Months,3
2017-11-30,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",69
2017-11-30,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",54
2017-11-30,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,2600,General Surgery,Day Case,Adult,65+," 6-9 Months",7
2017-11-30,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,2600,General Surgery,Day Case,Adult,65+," 9-12 Months",1
2017-11-30,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,2600,General Surgery,Inpatient,Adult,65+," 3-6 Months",1
2017-11-30,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,2600,General Surgery,Inpatient,Adult,65+," 6-9 Months",1
2017-11-30,RCSI  Hospitals Group,0108,Connolly Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 0-3 Months",332
2017-11-30,RCSI  Hospitals Group,0108,Connolly Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 3-6 Months",121
2017-11-30,RCSI  Hospitals Group,0108,Connolly Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 0-3 Months",66
2017-11-30,RCSI  Hospitals Group,0108,Connolly Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 3-6 Months",20
2017-11-30,RCSI  Hospitals Group,0108,Connolly Hospital,0700,Gastro-Enterology,Inpatient,Adult,16-64," 0-3 Months",1
2017-11-30,RCSI  Hospitals Group,0108,Connolly Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",115
2017-11-30,RCSI  Hospitals Group,0108,Connolly Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",44
2017-11-30,RCSI  Hospitals Group,0108,Connolly Hospital,2600,General Surgery,Day Case,Adult,16-64," 6-9 Months",1
2017-11-30,RCSI  Hospitals Group,0108,Connolly Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",37
2017-11-30,RCSI  Hospitals Group,0108,Connolly Hospital,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",11
2017-11-30,RCSI  Hospitals Group,0108,Connolly Hospital,2600,General Surgery,Inpatient,Adult,65+," 0-3 Months",1
2017-11-30,RCSI  Hospitals Group,0400,Louth County Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",193
2017-11-30,RCSI  Hospitals Group,0400,Louth County Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",8
2017-11-30,RCSI  Hospitals Group,0400,Louth County Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",69
2017-11-30,RCSI  Hospitals Group,0400,Louth County Hospital,5000,General Medicine,Day Case,Adult,16-64," 0-3 Months",92
2017-11-30,RCSI  Hospitals Group,0400,Louth County Hospital,5000,General Medicine,Day Case,Adult,16-64," 3-6 Months",12
2017-11-30,RCSI  Hospitals Group,0400,Louth County Hospital,5000,General Medicine,Day Case,Adult,65+," 0-3 Months",37
2017-11-30,RCSI  Hospitals Group,0400,Louth County Hospital,5000,General Medicine,Day Case,Adult,65+," 3-6 Months",2
2017-11-30,RCSI  Hospitals Group,0402,Cavan General Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",104
2017-11-30,RCSI  Hospitals Group,0402,Cavan General Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",36
2017-11-30,RCSI  Hospitals Group,0402,Cavan General Hospital,5000,General Medicine,Day Case,Adult,16-64," 0-3 Months",16
2017-11-30,RCSI  Hospitals Group,0402,Cavan General Hospital,5000,General Medicine,Day Case,Adult,65+," 0-3 Months",5
2017-11-30,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",95
2017-11-30,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",2
2017-11-30,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",17
2017-11-30,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,5000,General Medicine,Day Case,Adult,16-64," 0-3 Months",16
2017-11-30,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,5000,General Medicine,Day Case,Adult,65+," 0-3 Months",6
2017-11-30,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 0-3 Months",476
2017-11-30,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 3-6 Months",125
2017-11-30,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 0-3 Months",108
2017-11-30,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 3-6 Months",26
2017-11-30,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",85
2017-11-30,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",30
2017-11-30,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",24
2017-11-30,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",7
2017-11-30,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Inpatient,Adult,16-64," 3-6 Months",1
2017-11-30,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Inpatient,Adult,65+," 3-6 Months",2
2017-11-30,Saolta University Health Care Group,0500,Letterkenny General Hospital,0000,Small Volume Specialities,Day Case,Adult,16-64," 0-3 Months",2
2017-11-30,Saolta University Health Care Group,0500,Letterkenny General Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",150
2017-11-30,Saolta University Health Care Group,0500,Letterkenny General Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",142
2017-11-30,Saolta University Health Care Group,0500,Letterkenny General Hospital,2600,General Surgery,Day Case,Adult,16-64," 6-9 Months",69
2017-11-30,Saolta University Health Care Group,0500,Letterkenny General Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",52
2017-11-30,Saolta University Health Care Group,0500,Letterkenny General Hospital,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",47
2017-11-30,Saolta University Health Care Group,0500,Letterkenny General Hospital,2600,General Surgery,Day Case,Adult,65+," 6-9 Months",31
2017-11-30,Saolta University Health Care Group,0500,Letterkenny General Hospital,5000,General Medicine,Day Case,Adult,16-64," 0-3 Months",202
2017-11-30,Saolta University Health Care Group,0500,Letterkenny General Hospital,5000,General Medicine,Day Case,Adult,16-64," 3-6 Months",97
2017-11-30,Saolta University Health Care Group,0500,Letterkenny General Hospital,5000,General Medicine,Day Case,Adult,16-64," 6-9 Months",6
2017-11-30,Saolta University Health Care Group,0500,Letterkenny General Hospital,5000,General Medicine,Day Case,Adult,65+," 0-3 Months",64
2017-11-30,Saolta University Health Care Group,0500,Letterkenny General Hospital,5000,General Medicine,Day Case,Adult,65+," 3-6 Months",42
2017-11-30,Saolta University Health Care Group,0500,Letterkenny General Hospital,5000,General Medicine,Day Case,Adult,65+," 6-9 Months",3
2017-11-30,Saolta University Health Care Group,0500,Letterkenny General Hospital,5000,General Medicine,Day Case,Child,0-15," 0-3 Months",1
2017-11-30,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",156
2017-11-30,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",15
2017-11-30,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",71
2017-11-30,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",18
2017-11-30,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Day Case,Adult,65+," 6-9 Months",1
2017-11-30,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Day Case,Child,0-15," 0-3 Months",2
2017-11-30,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Inpatient,Adult,16-64," 0-3 Months",1
2017-11-30,Saolta University Health Care Group,0501,Sligo Regional Hospital,5000,General Medicine,Day Case,Adult,16-64," 0-3 Months",92
2017-11-30,Saolta University Health Care Group,0501,Sligo Regional Hospital,5000,General Medicine,Day Case,Adult,16-64," 3-6 Months",3
2017-11-30,Saolta University Health Care Group,0501,Sligo Regional Hospital,5000,General Medicine,Day Case,Adult,65+," 0-3 Months",47
2017-11-30,Saolta University Health Care Group,0501,Sligo Regional Hospital,5000,General Medicine,Day Case,Adult,65+," 3-6 Months",1
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 0-3 Months",420
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 3-6 Months",197
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 6-9 Months",185
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 9-12 Months",107
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,12-15 Months,27
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,15-18 Months,14
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,18+ Months,31
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 0-3 Months",112
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 3-6 Months",45
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 6-9 Months",41
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 9-12 Months",22
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,12-15 Months,5
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,15-18 Months,9
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,18+ Months,7
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Child,0-15," 0-3 Months",1
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Child,0-15," 3-6 Months",1
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Child,0-15," 9-12 Months",1
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",210
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",94
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Day Case,Adult,16-64," 6-9 Months",68
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Day Case,Adult,16-64," 9-12 Months",40
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Day Case,Adult,16-64,12-15 Months,9
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Day Case,Adult,16-64,15-18 Months,16
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Day Case,Adult,16-64,18+ Months,20
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",102
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",54
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Day Case,Adult,65+," 6-9 Months",32
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Day Case,Adult,65+," 9-12 Months",13
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Day Case,Adult,65+,12-15 Months,7
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Day Case,Adult,65+,15-18 Months,13
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Day Case,Adult,65+,18+ Months,15
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Day Case,Child,0-15," 0-3 Months",1
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Inpatient,Adult,16-64," 0-3 Months",3
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Inpatient,Adult,16-64," 3-6 Months",1
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Inpatient,Adult,16-64," 9-12 Months",1
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Inpatient,Adult,16-64,12-15 Months,3
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Inpatient,Adult,16-64,18+ Months,1
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Inpatient,Adult,65+," 0-3 Months",2
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Inpatient,Adult,65+," 3-6 Months",1
2017-11-30,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Inpatient,Adult,65+,18+ Months,1
2017-11-30,Saolta University Health Care Group,0802,Mayo General Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",19
2017-11-30,Saolta University Health Care Group,0802,Mayo General Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",7
2017-11-30,Saolta University Health Care Group,0802,Mayo General Hospital,2600,General Surgery,Day Case,Adult,16-64," 6-9 Months",4
2017-11-30,Saolta University Health Care Group,0802,Mayo General Hospital,2600,General Surgery,Day Case,Adult,16-64," 9-12 Months",2
2017-11-30,Saolta University Health Care Group,0802,Mayo General Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",10
2017-11-30,Saolta University Health Care Group,0802,Mayo General Hospital,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",4
2017-11-30,Saolta University Health Care Group,0802,Mayo General Hospital,2600,General Surgery,Day Case,Adult,65+," 6-9 Months",5
2017-11-30,Saolta University Health Care Group,0802,Mayo General Hospital,2600,General Surgery,Day Case,Adult,65+," 9-12 Months",2
2017-11-30,Saolta University Health Care Group,0802,Mayo General Hospital,2600,General Surgery,Day Case,Adult,65+,12-15 Months,1
2017-11-30,Saolta University Health Care Group,0802,Mayo General Hospital,2600,General Surgery,Day Case,Adult,65+,15-18 Months,1
2017-11-30,Saolta University Health Care Group,0802,Mayo General Hospital,2600,General Surgery,Inpatient,Adult,65+," 9-12 Months",1
2017-11-30,Saolta University Health Care Group,0802,Mayo General Hospital,5000,General Medicine,Day Case,Adult,16-64," 0-3 Months",100
2017-11-30,Saolta University Health Care Group,0802,Mayo General Hospital,5000,General Medicine,Day Case,Adult,16-64," 3-6 Months",42
2017-11-30,Saolta University Health Care Group,0802,Mayo General Hospital,5000,General Medicine,Day Case,Adult,16-64," 6-9 Months",23
2017-11-30,Saolta University Health Care Group,0802,Mayo General Hospital,5000,General Medicine,Day Case,Adult,16-64," 9-12 Months",21
2017-11-30,Saolta University Health Care Group,0802,Mayo General Hospital,5000,General Medicine,Day Case,Adult,16-64,12-15 Months,3
2017-11-30,Saolta University Health Care Group,0802,Mayo General Hospital,5000,General Medicine,Day Case,Adult,16-64,15-18 Months,1
2017-11-30,Saolta University Health Care Group,0802,Mayo General Hospital,5000,General Medicine,Day Case,Adult,16-64,18+ Months,3
2017-11-30,Saolta University Health Care Group,0802,Mayo General Hospital,5000,General Medicine,Day Case,Adult,65+," 0-3 Months",46
2017-11-30,Saolta University Health Care Group,0802,Mayo General Hospital,5000,General Medicine,Day Case,Adult,65+," 3-6 Months",20
2017-11-30,Saolta University Health Care Group,0802,Mayo General Hospital,5000,General Medicine,Day Case,Adult,65+," 6-9 Months",4
2017-11-30,Saolta University Health Care Group,0802,Mayo General Hospital,5000,General Medicine,Day Case,Adult,65+," 9-12 Months",9
2017-11-30,Saolta University Health Care Group,0802,Mayo General Hospital,5000,General Medicine,Day Case,Adult,65+,12-15 Months,2
2017-11-30,Saolta University Health Care Group,0802,Mayo General Hospital,5000,General Medicine,Day Case,Child,0-15," 0-3 Months",1
2017-11-30,Saolta University Health Care Group,0802,Mayo General Hospital,5000,General Medicine,Day Case,Child,0-15," 3-6 Months",1
2017-11-30,Saolta University Health Care Group,0803,Roscommon Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",68
2017-11-30,Saolta University Health Care Group,0803,Roscommon Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",27
2017-11-30,Saolta University Health Care Group,0803,Roscommon Hospital,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",1
2017-11-30,Saolta University Health Care Group,0803,Roscommon Hospital,2600,General Surgery,Day Case,Adult,65+,12-15 Months,1
2017-11-30,Saolta University Health Care Group,0919,Portiuncula Hospital,0000,Small Volume Specialities,Day Case,Adult,16-64," 0-3 Months",2
2017-11-30,Saolta University Health Care Group,0919,Portiuncula Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",45
2017-11-30,Saolta University Health Care Group,0919,Portiuncula Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",3
2017-11-30,Saolta University Health Care Group,0919,Portiuncula Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",17
2017-11-30,South/South West Hospital Group,0600,University Hospital Waterford,0000,Small Volume Specialities,Day Case,Adult,16-64," 0-3 Months",2
2017-11-30,South/South West Hospital Group,0600,University Hospital Waterford,0000,Small Volume Specialities,Day Case,Adult,65+," 0-3 Months",1
2017-11-30,South/South West Hospital Group,0600,University Hospital Waterford,0000,Small Volume Specialities,Inpatient,Adult,16-64," 3-6 Months",1
2017-11-30,South/South West Hospital Group,0600,University Hospital Waterford,0700,Gastro-Enterology,Day Case,Adult,16-64," 0-3 Months",58
2017-11-30,South/South West Hospital Group,0600,University Hospital Waterford,0700,Gastro-Enterology,Day Case,Adult,16-64," 3-6 Months",50
2017-11-30,South/South West Hospital Group,0600,University Hospital Waterford,0700,Gastro-Enterology,Day Case,Adult,16-64," 6-9 Months",52
2017-11-30,South/South West Hospital Group,0600,University Hospital Waterford,0700,Gastro-Enterology,Day Case,Adult,16-64," 9-12 Months",24
2017-11-30,South/South West Hospital Group,0600,University Hospital Waterford,0700,Gastro-Enterology,Day Case,Adult,65+," 0-3 Months",40
2017-11-30,South/South West Hospital Group,0600,University Hospital Waterford,0700,Gastro-Enterology,Day Case,Adult,65+," 3-6 Months",19
2017-11-30,South/South West Hospital Group,0600,University Hospital Waterford,0700,Gastro-Enterology,Day Case,Adult,65+," 6-9 Months",23
2017-11-30,South/South West Hospital Group,0600,University Hospital Waterford,0700,Gastro-Enterology,Day Case,Adult,65+," 9-12 Months",8
2017-11-30,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64," 0-3 Months",79
2017-11-30,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64," 3-6 Months",50
2017-11-30,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64," 6-9 Months",65
2017-11-30,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64," 9-12 Months",18
2017-11-30,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+," 0-3 Months",36
2017-11-30,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+," 3-6 Months",23
2017-11-30,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+," 6-9 Months",20
2017-11-30,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+," 9-12 Months",4
2017-11-30,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",77
2017-11-30,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",4
2017-11-30,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",29
2017-11-30,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",3
2017-11-30,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Day Case,Child,0-15," 0-3 Months",1
2017-11-30,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Inpatient,Adult,16-64," 0-3 Months",3
2017-11-30,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Inpatient,Adult,65+," 0-3 Months",1
2017-11-30,South/South West Hospital Group,0607,South Tipperary General Hospital,5000,General Medicine,Day Case,Adult,16-64," 0-3 Months",130
2017-11-30,South/South West Hospital Group,0607,South Tipperary General Hospital,5000,General Medicine,Day Case,Adult,16-64," 3-6 Months",16
2017-11-30,South/South West Hospital Group,0607,South Tipperary General Hospital,5000,General Medicine,Day Case,Adult,65+," 0-3 Months",38
2017-11-30,South/South West Hospital Group,0607,South Tipperary General Hospital,5000,General Medicine,Day Case,Adult,65+," 3-6 Months",6
2017-11-30,South/South West Hospital Group,0607,South Tipperary General Hospital,5000,General Medicine,Day Case,Child,0-15," 0-3 Months",1
2017-11-30,South/South West Hospital Group,0703,Mallow General Hospital,0000,Small Volume Specialities,Day Case,Adult,65+," 0-3 Months",3
2017-11-30,South/South West Hospital Group,0703,Mallow General Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 0-3 Months",28
2017-11-30,South/South West Hospital Group,0703,Mallow General Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 0-3 Months",16
2017-11-30,South/South West Hospital Group,0703,Mallow General Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",16
2017-11-30,South/South West Hospital Group,0703,Mallow General Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",3
2017-11-30,South/South West Hospital Group,0703,Mallow General Hospital,2600,General Surgery,Day Case,Adult,16-64," 6-9 Months",3
2017-11-30,South/South West Hospital Group,0703,Mallow General Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",14
2017-11-30,South/South West Hospital Group,0703,Mallow General Hospital,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",2
2017-11-30,South/South West Hospital Group,0704,Bantry General Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",43
2017-11-30,South/South West Hospital Group,0704,Bantry General Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",1
2017-11-30,South/South West Hospital Group,0704,Bantry General Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",11
2017-11-30,South/South West Hospital Group,0704,Bantry General Hospital,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",1
2017-11-30,South/South West Hospital Group,0704,Bantry General Hospital,5000,General Medicine,Day Case,Adult,16-64," 0-3 Months",42
2017-11-30,South/South West Hospital Group,0704,Bantry General Hospital,5000,General Medicine,Day Case,Adult,65+," 0-3 Months",22
2017-11-30,South/South West Hospital Group,0724,Cork University Hospital,0000,Small Volume Specialities,Day Case,Adult,16-64," 0-3 Months",1
2017-11-30,South/South West Hospital Group,0724,Cork University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 0-3 Months",20
2017-11-30,South/South West Hospital Group,0724,Cork University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 3-6 Months",5
2017-11-30,South/South West Hospital Group,0724,Cork University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 0-3 Months",9
2017-11-30,South/South West Hospital Group,0724,Cork University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 3-6 Months",1
2017-11-30,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",25
2017-11-30,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",17
2017-11-30,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,16-64," 6-9 Months",8
2017-11-30,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,16-64," 9-12 Months",3
2017-11-30,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,16-64,12-15 Months,1
2017-11-30,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,16-64,15-18 Months,1
2017-11-30,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",16
2017-11-30,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",7
2017-11-30,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,65+," 6-9 Months",6
2017-11-30,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,65+," 9-12 Months",1
2017-11-30,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Adult,65+,18+ Months,1
2017-11-30,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Child,0-15," 0-3 Months",2
2017-11-30,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Child,0-15," 3-6 Months",1
2017-11-30,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Day Case,Child,0-15,15-18 Months,1
2017-11-30,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Inpatient,Adult,16-64," 0-3 Months",1
2017-11-30,South/South West Hospital Group,0726,Kerry General Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 0-3 Months",17
2017-11-30,South/South West Hospital Group,0726,Kerry General Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 0-3 Months",6
